"OBJECTID","access_code","access_days_time","access_detail_code","cards_accepted","date_last_confirmed","expected_date","fuel_type_code","groups_with_access_code","id","maximum_vehicle_class","open_date","owner_type_code","restricted_access","status_code","funding_sources","facility_type","station_name","station_phone","updated_at","geocode_status","latitude","longitude","city","country","intersection_directions","plus4","state","street_address","zip","bd_blends","cng_dispenser_num","cng_fill_type_code","cng_has_rng","cng_psi","cng_renewable_source","cng_total_compression","cng_total_storage","cng_vehicle_class","e85_blender_pump","e85_other_ethanol_blends","ev_connector_types","ev_dc_fast_num","ev_level1_evse_num","ev_level2_evse_num","ev_network","ev_network_web","ev_other_evse","ev_pricing","ev_renewable_source","ev_workplace_charging","hy_is_retail","hy_pressures","hy_standards","hy_status_link","lng_has_rng","lng_renewable_source","lng_vehicle_class","lpg_nozzle_types","lpg_primary","ng_fill_type_code","ng_psi","ng_vehicle_class","rd_blended_with_biodiesel","rd_blends","rd_blends_fr","rd_max_biodiesel_level","nps_unit_name","access_days_time_fr","intersection_directions_fr","bd_blends_fr","groups_with_access_code_fr","ev_pricing_fr","federal_agency_id","federal_agency_code","federal_agency_name","ev_network_ids_station","ev_network_ids_posts","x","y"
"42463","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193622,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA27-28 P4 002","888-758-4389","3/26/2025 1:25:08 AM","GPS",47.621821,-122.33637,"Seattle","US","P4 level, next to passenger elevators. Garage entrance from Harrison street.",NA,"WA","345 Boren Ave N","98109","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1700931]","[1995231]",-122.336370000022,47.6218209998323
"42464","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193623,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA27 28 P4 003","888-758-4389","3/26/2025 1:25:15 AM","GPS",47.621851,-122.336423,"Seattle","US","P4 level, next to passenger elevators. Garage entrance from Harrison street.",NA,"WA","345 Boren Ave N","98109","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1734651]","[""2030151"",""2030161""]",-122.336422999726,47.6218509997125
"42465","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193625,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA29 - 1","888-758-4389","3/26/2025 1:25:43 AM","GPS",47.620496,-122.33622,"Seattle","US","Parking garage P-3 Level, next to elevators. Entrance to the garage from Thomas street.",NA,"WA","207 Boren Ave N","98109","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1761021]","[2061801]",-122.336220000235,47.6204959999635
"42466","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193626,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA29 - 2","888-758-4389","3/26/2025 1:25:43 AM","GPS",47.620275,-122.336253,"Seattle","US","Parking garage P-3 Level, next to elevators. Entrance to the garage from Thomas street.",NA,"WA","207 Boren Ave N","98109","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1761031]","[2061811]",-122.336252999847,47.6202749996999
"42467","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193627,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA29 - 4","888-758-4389","3/26/2025 1:25:50 AM","GPS",47.620392,-122.336265,"Seattle","US","Parking garage P-3 Level, next to elevators. Entrance to the garage from Thomas street.",NA,"WA","207 Boren Ave N","98109","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1770201]","[2072621]",-122.33626500044,47.6203919999915
"42468","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193628,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA29 - 3","888-758-4389","3/26/2025 1:25:52 AM","GPS",47.620267,-122.336259,"Seattle","US","Parking garage P-3 Level, next to elevators. Entrance to the garage from Thomas street.",NA,"WA","207 Boren Ave N","98109","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1770791]","[2073361]",-122.336258999694,47.6202669998153
"42469","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193629,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA29 - 5","888-758-4389","3/26/2025 1:25:52 AM","GPS",47.62036,-122.336252,"Seattle","US","Parking garage P-3 Level, next to elevators. Entrance to the garage from Thomas street.",NA,"WA","207 Boren Ave","98109","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1770821]","[2073391]",-122.336252000022,47.6203599999119
"42470","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193630,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA23 P1 001","888-758-4389","3/26/2025 1:26:17 AM","GPS",47.623917,-122.337695,"Seattle","US","Parking garage P-1 Level, next to entrance door. Entrance to the garage from Mercer street.",NA,"WA","535 Terry Ave N","98109","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1787121]","[""2094191"",""2094201""]",-122.337694999795,47.6239169998521
"42471","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193631,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 7","888-758-4389","3/26/2025 1:27:17 AM","GPS",47.61664,-122.338877,"Seattle","US","Level P2",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821711]","[""2139311"",""2139321""]",-122.338877000351,47.6166400002326
"42472","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193632,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 1","888-758-4389","3/26/2025 1:27:18 AM","GPS",47.61669,-122.338963,"Seattle","US","Level P2",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821791]","[""23051011"",""23051021""]",-122.338962999666,47.616689999932
"42473","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193633,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 9","888-758-4389","3/26/2025 1:27:18 AM","GPS",47.616677,-122.339024,"Seattle","US","Level P3",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821831]","[""2242701"",""2242711""]",-122.339023999766,47.6166770001359
"42474","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193634,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 8","888-758-4389","3/26/2025 1:27:18 AM","GPS",47.616684,-122.339013,"Seattle","US","Level P3",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821841]","[""2313431"",""2313441""]",-122.339012999895,47.6166840002128
"42475","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193635,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 3","888-758-4389","3/26/2025 1:27:18 AM","GPS",47.616676,-122.338931,"Seattle","US","Level P4",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821851]","[""5412971"",""5412981""]",-122.338930999879,47.6166759997788
"42476","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193636,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 4","888-758-4389","3/26/2025 1:27:18 AM","GPS",47.61669,-122.338985,"Seattle","US","Level P4",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821861]","[""22247831"",""22247841""]",-122.338985000306,47.616689999932
"42477","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193637,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 10","888-758-4389","3/26/2025 1:27:18 AM","GPS",47.616684,-122.33897,"Seattle","US","Level 5",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821881]","[""13020741"",""13020751""]",-122.338970000237,47.6166840002128
"42478","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193638,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 2","888-758-4389","3/26/2025 1:27:19 AM","GPS",47.616712,-122.33907,"Seattle","US","Level P5",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821901]","[""2242681"",""2242691""]",-122.339069999797,47.6167119999058
"42479","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193639,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 6","888-758-4389","3/26/2025 1:27:19 AM","GPS",47.616632,-122.338942,"Seattle","US","Level P6",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821911]","[""2423851"",""2423861""]",-122.33894199975,47.6166319997918
"42480","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193640,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA42 - 5","888-758-4389","3/26/2025 1:27:19 AM","GPS",47.616654,-122.338888,"Seattle","US","Level P6",NA,"WA","2121 8th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL1821971]","[""2422611"",""2422621""]",-122.338888000222,47.6166539997899
"42481","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193641,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA43 - 5","888-758-4389","3/26/2025 1:35:36 AM","GPS",47.61751,-122.340955,"Seattle","US","Level P1",NA,"WA","2250 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL2083131]","[""2480471"",""2480481""]",-122.340955000334,47.6175100002925
"42482","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193642,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA43 - 2","888-758-4389","3/26/2025 1:35:36 AM","GPS",47.617453,-122.341014,"Seattle","US","Level P1",NA,"WA","2250 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL2083171]","[2480541]",-122.341013999885,47.617453000193
"42483","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193643,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA43 - 7","888-758-4389","3/26/2025 1:35:37 AM","GPS",47.61751,-122.34093,"Seattle","US","Level P1",NA,"WA","2250 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",1,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL2083191]","[2480561]",-122.34093000022,47.6175100002925
"42484","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193644,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA43 - 6","888-758-4389","3/26/2025 1:35:37 AM","GPS",47.617528,-122.340928,"Seattle","US","Level P1",NA,"WA","2250 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL2083231]","[""25222501"",""25222511""]",-122.340927999672,47.6175279997693
"42485","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193645,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA43 - 3","888-758-4389","3/26/2025 1:35:37 AM","GPS",47.617473,-122.340993,"Seattle","US","Level P1",NA,"WA","2250 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL2083241]","[""2480621"",""2480631""]",-122.340992999969,47.6174729997676
"42486","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193646,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA43 - 4","888-758-4389","3/26/2025 1:35:37 AM","GPS",47.617495,-122.340974,"Seattle","US","Level P1",NA,"WA","2250 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL2083251]","[""23523801"",""23523811""]",-122.340973999702,47.6174950000174
"42487","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193647,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA43 - 1","888-758-4389","3/26/2025 1:35:49 AM","GPS",47.617429,-122.341037,"Seattle","US","Level P1",NA,"WA","2250 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL2087811]","[""2486651"",""2486661""]",-122.34103700035,47.6174289998457
"42496","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193665,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA44 - 2","888-758-4389","3/26/2025 1:49:22 AM","GPS",47.617264,-122.340534,"Seattle","US","Level P5",NA,"WA","2205 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5573731]","[""9215801"",""9215811""]",-122.340534000385,47.6172639999603
"42497","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193666,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA44 - 3","888-758-4389","3/26/2025 1:49:22 AM","GPS",47.617287,-122.340505,"Seattle","US","Level P2",NA,"WA","2205 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5573751]","[""9215831"",""9215841""]",-122.340505000072,47.6172870000379
"42498","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193667,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA44 - 4","888-758-4389","3/26/2025 1:49:22 AM","GPS",47.617307,-122.340479,"Seattle","US","Level P2",NA,"WA","2205 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5573981]","[""9216121"",""9216131""]",-122.340479000133,47.6173070002815
"42499","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193668,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA44 - 1","888-758-4389","3/26/2025 1:49:23 AM","GPS",47.617228,-122.340588,"Seattle","US","Level P2",NA,"WA","2205 7th Ave","98121","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL5574241]","[""25184971"",""25184981""]",-122.340587999913,47.6172280002133
"42514","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193683,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 05","888-758-4389","3/26/2025 1:54:04 AM","GPS",47.613364,-122.196731,"Bellevue","US","Level C of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290261]","[""12536271"",""12536281""]",-122.196730999797,47.6133640001484
"42515","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193684,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 10","888-758-4389","3/26/2025 1:54:04 AM","GPS",47.613372,-122.196796,"Bellevue","US","Level C of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290271]","[""12536291"",""12536301""]",-122.196796000094,47.6133719998781
"42516","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193685,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 09","888-758-4389","3/26/2025 1:54:04 AM","GPS",47.613343,-122.196839,"Bellevue","US","Level C of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290281]","[""23340991"",""23341001""]",-122.196838999752,47.6133429997925
"42517","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193686,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 04","888-758-4389","3/26/2025 1:54:04 AM","GPS",47.613386,-122.196667,"Bellevue","US","Level C of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290291]","[""12536331"",""12536341""]",-122.196667000223,47.6133859997048
"42518","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193687,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 01","888-758-4389","3/26/2025 1:54:04 AM","GPS",47.613372,-122.196721,"Bellevue","US","Level C of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290301]","[""12536351"",""12536361""]",-122.196720999751,47.6133719998781
"42519","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193688,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 02","888-758-4389","3/26/2025 1:54:04 AM","GPS",47.613386,-122.19671,"Bellevue","US","Level C of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290321]","[""12536381"",""12536391""]",-122.19670999988,47.6133859997048
"42520","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193689,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 11","888-758-4389","3/26/2025 1:54:04 AM","GPS",47.61335,-122.196817,"Bellevue","US","Level D of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290341]","[""12536421"",""12536431""]",-122.19681700001,47.6133499997102
"42521","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193690,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 06","888-758-4389","3/26/2025 1:54:05 AM","GPS",47.613401,-122.19671,"Bellevue","US","Level C of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290351]","[""12536441"",""12536451""]",-122.19670999988,47.6134009999475
"42522","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193691,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 13","888-758-4389","3/26/2025 1:54:05 AM","GPS",47.613357,-122.196882,"Bellevue","US","Level D of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290361]","[""27038141"",""27038151""]",-122.196882000308,47.6133570002326
"42523","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193692,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 08","888-758-4389","3/26/2025 1:54:05 AM","GPS",47.613364,-122.196774,"Bellevue","US","Level D of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290371]","[""12536481"",""12536491""]",-122.196774000353,47.6133640001484
"42524","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193693,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 12","888-758-4389","3/26/2025 1:54:05 AM","GPS",47.613357,-122.196624,"Bellevue","US","Level D of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290381]","[""12536501"",""12536511""]",-122.196623999667,47.6133570002326
"42525","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193694,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 07","888-758-4389","3/26/2025 1:54:05 AM","GPS",47.613343,-122.196753,"Bellevue","US","Level D of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290391]","[""12536521"",""12536531""]",-122.196753000436,47.6133429997925
"42526","public","24 hours daily","","","3/26/2025 12:00:00 AM","","ELEC","Public",193695,"","8/10/2021 12:00:00 AM","","","E","","","AMZ SEA94 03","888-758-4389","3/26/2025 1:54:05 AM","GPS",47.613343,-122.196699,"Bellevue","US","Level D of parking garage, southwest corner",NA,"WA","333 108th Ave NE","98004","",NA,"",NA,"","",NA,NA,"",NA,"","[J1772]",NA,"",2,"ChargePoint Network","https://www.chargepoint.com","","","",0,NA,"","","",NA,"","","",NA,"","","","","",NA,NA,"",NA,NA,NA,"Public",NA,NA,"","","[USCPIL7290401]","[""12536541"",""12536551""]",-122.19669900001,47.6133429997925
